id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,agama,jumlah_penduduk,satuan,tahun
867,32,JAWA BARAT,3216,KABUPATEN BEKASI,KONGHUCHU,190,JIWA,2017
868,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEPERCAYAAN LAIN,579,JIWA,2017
869,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ISLAM,1613104,JIWA,2017
870,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KRISTEN,18102,JIWA,2017
871,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KATHOLIK,5808,JIWA,2017
872,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HINDU,380,JIWA,2017
873,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BUDHA,564,JIWA,2017
874,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONGHUCHU,65,JIWA,2017
875,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEPERCAYAAN LAIN,537,JIWA,2017
876,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ISLAM,408681,JIWA,2017
877,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KRISTEN,273,JIWA,2017
878,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KATHOLIK,45,JIWA,2017
879,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HINDU,5,JIWA,2017
880,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BUDHA,10,JIWA,2017
881,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONGHUCHU,2,JIWA,2017
882,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEPERCAYAAN LAIN,0,JIWA,2017
883,32,JAWA BARAT,3271,KOTA BOGOR,ISLAM,938390,JIWA,2017
884,32,JAWA BARAT,3271,KOTA BOGOR,KRISTEN,40381,JIWA,2017
885,32,JAWA BARAT,3271,KOTA BOGOR,KATHOLIK,22058,JIWA,2017
886,32,JAWA BARAT,3271,KOTA BOGOR,HINDU,1103,JIWA,2017
887,32,JAWA BARAT,3271,KOTA BOGOR,BUDHA,8249,JIWA,2017
888,32,JAWA BARAT,3271,KOTA BOGOR,KONGHUCHU,350,JIWA,2017
889,32,JAWA BARAT,3271,KOTA BOGOR,KEPERCAYAAN LAIN,53,JIWA,2017
890,32,JAWA BARAT,3272,KOTA SUKABUMI,ISLAM,322672,JIWA,2017
891,32,JAWA BARAT,3272,KOTA SUKABUMI,KRISTEN,6989,JIWA,2017
892,32,JAWA BARAT,3272,KOTA SUKABUMI,KATHOLIK,3286,JIWA,2017
893,32,JAWA BARAT,3272,KOTA SUKABUMI,HINDU,49,JIWA,2017
894,32,JAWA BARAT,3272,KOTA SUKABUMI,BUDHA,2856,JIWA,2017
895,32,JAWA BARAT,3272,KOTA SUKABUMI,KONGHUCHU,6,JIWA,2017
896,32,JAWA BARAT,3272,KOTA SUKABUMI,KEPERCAYAAN LAIN,8,JIWA,2017
897,32,JAWA BARAT,3273,KOTA BANDUNG,ISLAM,2214289,JIWA,2017
898,32,JAWA BARAT,3273,KOTA BANDUNG,KRISTEN,130515,JIWA,2017
899,32,JAWA BARAT,3273,KOTA BANDUNG,KATHOLIK,53827,JIWA,2017
900,32,JAWA BARAT,3273,KOTA BANDUNG,HINDU,1695,JIWA,2017
901,32,JAWA BARAT,3273,KOTA BANDUNG,BUDHA,11868,JIWA,2017
902,32,JAWA BARAT,3273,KOTA BANDUNG,KONGHUCHU,163,JIWA,2017
903,32,JAWA BARAT,3273,KOTA BANDUNG,KEPERCAYAAN LAIN,101,JIWA,2017
904,32,JAWA BARAT,3274,KOTA CIREBON,ISLAM,304079,JIWA,2017
905,32,JAWA BARAT,3274,KOTA CIREBON,KRISTEN,14748,JIWA,2017
906,32,JAWA BARAT,3274,KOTA CIREBON,KATHOLIK,6828,JIWA,2017
907,32,JAWA BARAT,3274,KOTA CIREBON,HINDU,125,JIWA,2017
908,32,JAWA BARAT,3274,KOTA CIREBON,BUDHA,2402,JIWA,2017
909,32,JAWA BARAT,3274,KOTA CIREBON,KONGHUCHU,51,JIWA,2017
910,32,JAWA BARAT,3274,KOTA CIREBON,KEPERCAYAAN LAIN,6,JIWA,2017
911,32,JAWA BARAT,3275,KOTA BEKASI,ISLAM,2127214,JIWA,2017
912,32,JAWA BARAT,3275,KOTA BEKASI,KRISTEN,193902,JIWA,2017
913,32,JAWA BARAT,3275,KOTA BEKASI,KATHOLIK,65934,JIWA,2017
914,32,JAWA BARAT,3275,KOTA BEKASI,HINDU,4583,JIWA,2017
915,32,JAWA BARAT,3275,KOTA BEKASI,BUDHA,22227,JIWA,2017
916,32,JAWA BARAT,3275,KOTA BEKASI,KONGHUCHU,109,JIWA,2017
917,32,JAWA BARAT,3275,KOTA BEKASI,KEPERCAYAAN LAIN,1122,JIWA,2017
918,32,JAWA BARAT,3276,KOTA DEPOK,ISLAM,1681653,JIWA,2017
919,32,JAWA BARAT,3276,KOTA DEPOK,KRISTEN,90298,JIWA,2017
920,32,JAWA BARAT,3276,KOTA DEPOK,KATHOLIK,29268,JIWA,2017
921,32,JAWA BARAT,3276,KOTA DEPOK,HINDU,3132,JIWA,2017
922,32,JAWA BARAT,3276,KOTA DEPOK,BUDHA,5474,JIWA,2017
923,32,JAWA BARAT,3276,KOTA DEPOK,KONGHUCHU,2055,JIWA,2017
924,32,JAWA BARAT,3276,KOTA DEPOK,KEPERCAYAAN LAIN,44,JIWA,2017
925,32,JAWA BARAT,3277,KOTA CIMAHI,ISLAM,504088,JIWA,2017
926,32,JAWA BARAT,3277,KOTA CIMAHI,KRISTEN,22011,JIWA,2017
927,32,JAWA BARAT,3277,KOTA CIMAHI,KATHOLIK,7957,JIWA,2017
928,32,JAWA BARAT,3277,KOTA CIMAHI,HINDU,589,JIWA,2017
929,32,JAWA BARAT,3277,KOTA CIMAHI,BUDHA,881,JIWA,2017
930,32,JAWA BARAT,3277,KOTA CIMAHI,KONGHUCHU,13,JIWA,2017
931,32,JAWA BARAT,3277,KOTA CIMAHI,KEPERCAYAAN LAIN,146,JIWA,2017
932,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ISLAM,684052,JIWA,2017
933,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KRISTEN,7714,JIWA,2017
934,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KATHOLIK,1856,JIWA,2017
935,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HINDU,18,JIWA,2017
936,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUDHA,830,JIWA,2017
937,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KONGHUCHU,132,JIWA,2017
938,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEPERCAYAAN LAIN,8,JIWA,2017
939,32,JAWA BARAT,3279,KOTA BANJAR,ISLAM,199475,JIWA,2017
940,32,JAWA BARAT,3279,KOTA BANJAR,KRISTEN,1435,JIWA,2017
941,32,JAWA BARAT,3279,KOTA BANJAR,KATHOLIK,263,JIWA,2017
942,32,JAWA BARAT,3279,KOTA BANJAR,HINDU,22,JIWA,2017
943,32,JAWA BARAT,3279,KOTA BANJAR,BUDHA,43,JIWA,2017
944,32,JAWA BARAT,3279,KOTA BANJAR,KONGHUCHU,87,JIWA,2017
945,32,JAWA BARAT,3279,KOTA BANJAR,KEPERCAYAAN LAIN,23,JIWA,2017
946,32,JAWA BARAT,3201,KABUPATEN BOGOR,ISLAM,4452729,JIWA,2018
947,32,JAWA BARAT,3201,KABUPATEN BOGOR,KRISTEN,80136,JIWA,2018
948,32,JAWA BARAT,3201,KABUPATEN BOGOR,KATHOLIK,26786,JIWA,2018
949,32,JAWA BARAT,3201,KABUPATEN BOGOR,HINDU,2301,JIWA,2018
950,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUDHA,16117,JIWA,2018
951,32,JAWA BARAT,3201,KABUPATEN BOGOR,KONGHUCHU,7615,JIWA,2018
952,32,JAWA BARAT,3201,KABUPATEN BOGOR,KEPERCAYAAN LAIN,128,JIWA,2018
953,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ISLAM,2543932,JIWA,2018
954,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KRISTEN,5571,JIWA,2018
955,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KATHOLIK,1815,JIWA,2018
956,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HINDU,52,JIWA,2018
957,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUDHA,694,JIWA,2018
958,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONGHUCHU,12,JIWA,2018
959,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KEPERCAYAAN LAIN,20,JIWA,2018
960,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ISLAM,2248133,JIWA,2018
961,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KRISTEN,10090,JIWA,2018
962,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KATHOLIK,2724,JIWA,2018
963,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HINDU,150,JIWA,2018
964,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUDHA,2053,JIWA,2018
965,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KONGHUCHU,34,JIWA,2018
966,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KEPERCAYAAN LAIN,17,JIWA,2018
967,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ISLAM,3465849,JIWA,2018
968,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KRISTEN,48662,JIWA,2018
969,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KATHOLIK,17210,JIWA,2018
970,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HINDU,617,JIWA,2018
971,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUDHA,3146,JIWA,2018
972,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KONGHUCHU,71,JIWA,2018
973,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KEPERCAYAAN LAIN,438,JIWA,2018
974,32,JAWA BARAT,3205,KABUPATEN GARUT,ISLAM,2230616,JIWA,2018
975,32,JAWA BARAT,3205,KABUPATEN GARUT,KRISTEN,3311,JIWA,2018
976,32,JAWA BARAT,3205,KABUPATEN GARUT,KATHOLIK,944,JIWA,2018
977,32,JAWA BARAT,3205,KABUPATEN GARUT,HINDU,47,JIWA,2018
978,32,JAWA BARAT,3205,KABUPATEN GARUT,BUDHA,315,JIWA,2018
979,32,JAWA BARAT,3205,KABUPATEN GARUT,KONGHUCHU,5,JIWA,2018
980,32,JAWA BARAT,3205,KABUPATEN GARUT,KEPERCAYAAN LAIN,233,JIWA,2018
981,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ISLAM,1761784,JIWA,2018
982,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KRISTEN,425,JIWA,2018
983,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KATHOLIK,307,JIWA,2018
984,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HINDU,15,JIWA,2018
985,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUDHA,5,JIWA,2018
986,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KONGHUCHU,5,JIWA,2018
987,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KEPERCAYAAN LAIN,82,JIWA,2018
988,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ISLAM,1238087,JIWA,2018
989,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KRISTEN,1401,JIWA,2018
990,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KATHOLIK,463,JIWA,2018
991,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HINDU,7,JIWA,2018
992,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUDHA,82,JIWA,2018
993,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KONGHUCHU,111,JIWA,2018
994,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KEPERCAYAAN LAIN,134,JIWA,2018
995,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ISLAM,1139048,JIWA,2018
996,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KRISTEN,2199,JIWA,2018
997,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KATHOLIK,5643,JIWA,2018
998,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HINDU,13,JIWA,2018
999,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUDHA,162,JIWA,2018
1000,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KONGHUCHU,26,JIWA,2018
1001,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KEPERCAYAAN LAIN,425,JIWA,2018
1002,32,JAWA BARAT,3209,KABUPATEN CIREBON,ISLAM,2152549,JIWA,2018
1003,32,JAWA BARAT,3209,KABUPATEN CIREBON,KRISTEN,6795,JIWA,2018
1004,32,JAWA BARAT,3209,KABUPATEN CIREBON,KATHOLIK,2584,JIWA,2018
1005,32,JAWA BARAT,3209,KABUPATEN CIREBON,HINDU,74,JIWA,2018
1006,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUDHA,491,JIWA,2018
1007,32,JAWA BARAT,3209,KABUPATEN CIREBON,KONGHUCHU,31,JIWA,2018
1008,32,JAWA BARAT,3209,KABUPATEN CIREBON,KEPERCAYAAN LAIN,52,JIWA,2018
1009,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ISLAM,1274691,JIWA,2018
1010,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KRISTEN,3284,JIWA,2018
1011,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KATHOLIK,565,JIWA,2018
1012,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HINDU,29,JIWA,2018
1013,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUDHA,146,JIWA,2018
1014,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KONGHUCHU,2,JIWA,2018
1015,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEPERCAYAAN LAIN,37,JIWA,2018
1016,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ISLAM,1142865,JIWA,2018
1017,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KRISTEN,4357,JIWA,2018
1018,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KATHOLIK,578,JIWA,2018
1019,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HINDU,37,JIWA,2018
1020,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUDHA,257,JIWA,2018
1021,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KONGHUCHU,98,JIWA,2018
1022,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEPERCAYAAN LAIN,6,JIWA,2018
1023,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ISLAM,1849224,JIWA,2018
1024,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KRISTEN,4444,JIWA,2018
1025,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KATHOLIK,1309,JIWA,2018
1026,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HINDU,80,JIWA,2018
1027,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUDHA,298,JIWA,2018
1028,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KONGHUCHU,34,JIWA,2018
1029,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEPERCAYAAN LAIN,69,JIWA,2018
1030,32,JAWA BARAT,3213,KABUPATEN SUBANG,ISLAM,1555248,JIWA,2018
1031,32,JAWA BARAT,3213,KABUPATEN SUBANG,KRISTEN,5788,JIWA,2018
1032,32,JAWA BARAT,3213,KABUPATEN SUBANG,KATHOLIK,1650,JIWA,2018
1033,32,JAWA BARAT,3213,KABUPATEN SUBANG,HINDU,32,JIWA,2018
1034,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUDHA,341,JIWA,2018
1035,32,JAWA BARAT,3213,KABUPATEN SUBANG,KONGHUCHU,4,JIWA,2018
1036,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEPERCAYAAN LAIN,43,JIWA,2018
1037,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ISLAM,926565,JIWA,2018
1038,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KRISTEN,6991,JIWA,2018
1039,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KATHOLIK,2006,JIWA,2018
1040,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HINDU,133,JIWA,2018
1041,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUDHA,511,JIWA,2018
1042,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KONGHUCHU,8,JIWA,2018
1043,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEPERCAYAAN LAIN,0,JIWA,2018
1044,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ISLAM,2229141,JIWA,2018
1045,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KRISTEN,29362,JIWA,2018
1046,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KATHOLIK,7193,JIWA,2018
1047,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HINDU,453,JIWA,2018
1048,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUDHA,5538,JIWA,2018
1049,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KONGHUCHU,197,JIWA,2018
1050,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEPERCAYAAN LAIN,76,JIWA,2018
1051,32,JAWA BARAT,3216,KABUPATEN BEKASI,ISLAM,2510527,JIWA,2018
1052,32,JAWA BARAT,3216,KABUPATEN BEKASI,KRISTEN,90289,JIWA,2018
1053,32,JAWA BARAT,3216,KABUPATEN BEKASI,KATHOLIK,24779,JIWA,2018
1054,32,JAWA BARAT,3216,KABUPATEN BEKASI,HINDU,1625,JIWA,2018
1055,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUDHA,12810,JIWA,2018
1056,32,JAWA BARAT,3216,KABUPATEN BEKASI,KONGHUCHU,187,JIWA,2018
1057,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEPERCAYAAN LAIN,353,JIWA,2018
1058,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ISLAM,1623744,JIWA,2018
1059,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KRISTEN,18766,JIWA,2018
1060,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KATHOLIK,5961,JIWA,2018
1061,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HINDU,365,JIWA,2018
1062,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BUDHA,575,JIWA,2018
1063,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONGHUCHU,32,JIWA,2018
1064,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEPERCAYAAN LAIN,368,JIWA,2018
1065,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ISLAM,420161,JIWA,2018
1066,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KRISTEN,286,JIWA,2018
1067,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KATHOLIK,48,JIWA,2018
1068,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HINDU,0,JIWA,2018
1069,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BUDHA,15,JIWA,2018
1070,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONGHUCHU,1,JIWA,2018
1071,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEPERCAYAAN LAIN,1,JIWA,2018
1072,32,JAWA BARAT,3271,KOTA BOGOR,ISLAM,956867,JIWA,2018
1073,32,JAWA BARAT,3271,KOTA BOGOR,KRISTEN,40791,JIWA,2018
1074,32,JAWA BARAT,3271,KOTA BOGOR,KATHOLIK,21799,JIWA,2018
1075,32,JAWA BARAT,3271,KOTA BOGOR,HINDU,1103,JIWA,2018
1076,32,JAWA BARAT,3271,KOTA BOGOR,BUDHA,8117,JIWA,2018
1077,32,JAWA BARAT,3271,KOTA BOGOR,KONGHUCHU,364,JIWA,2018
1078,32,JAWA BARAT,3271,KOTA BOGOR,KEPERCAYAAN LAIN,43,JIWA,2018
1079,32,JAWA BARAT,3272,KOTA SUKABUMI,ISLAM,331614,JIWA,2018
1080,32,JAWA BARAT,3272,KOTA SUKABUMI,KRISTEN,7108,JIWA,2018
1081,32,JAWA BARAT,3272,KOTA SUKABUMI,KATHOLIK,3252,JIWA,2018
1082,32,JAWA BARAT,3272,KOTA SUKABUMI,HINDU,48,JIWA,2018
1083,32,JAWA BARAT,3272,KOTA SUKABUMI,BUDHA,2761,JIWA,2018
1084,32,JAWA BARAT,3272,KOTA SUKABUMI,KONGHUCHU,4,JIWA,2018
1085,32,JAWA BARAT,3272,KOTA SUKABUMI,KEPERCAYAAN LAIN,10,JIWA,2018
1086,32,JAWA BARAT,3273,KOTA BANDUNG,ISLAM,2254916,JIWA,2018
1087,32,JAWA BARAT,3273,KOTA BANDUNG,KRISTEN,129768,JIWA,2018
1088,32,JAWA BARAT,3273,KOTA BANDUNG,KATHOLIK,53937,JIWA,2018
1089,32,JAWA BARAT,3273,KOTA BANDUNG,HINDU,1664,JIWA,2018
1090,32,JAWA BARAT,3273,KOTA BANDUNG,BUDHA,11616,JIWA,2018
1091,32,JAWA BARAT,3273,KOTA BANDUNG,KONGHUCHU,171,JIWA,2018
1092,32,JAWA BARAT,3273,KOTA BANDUNG,KEPERCAYAAN LAIN,108,JIWA,2018
1093,32,JAWA BARAT,3274,KOTA CIREBON,ISLAM,313785,JIWA,2018
1094,32,JAWA BARAT,3274,KOTA CIREBON,KRISTEN,14538,JIWA,2018
1095,32,JAWA BARAT,3274,KOTA CIREBON,KATHOLIK,6767,JIWA,2018
1096,32,JAWA BARAT,3274,KOTA CIREBON,HINDU,118,JIWA,2018
1097,32,JAWA BARAT,3274,KOTA CIREBON,BUDHA,2315,JIWA,2018
1098,32,JAWA BARAT,3274,KOTA CIREBON,KONGHUCHU,53,JIWA,2018
1099,32,JAWA BARAT,3274,KOTA CIREBON,KEPERCAYAAN LAIN,10,JIWA,2018
1100,32,JAWA BARAT,3275,KOTA BEKASI,ISLAM,2152203,JIWA,2018
1101,32,JAWA BARAT,3275,KOTA BEKASI,KRISTEN,191350,JIWA,2018
1102,32,JAWA BARAT,3275,KOTA BEKASI,KATHOLIK,65203,JIWA,2018
1103,32,JAWA BARAT,3275,KOTA BEKASI,HINDU,4383,JIWA,2018
1104,32,JAWA BARAT,3275,KOTA BEKASI,BUDHA,22563,JIWA,2018
1105,32,JAWA BARAT,3275,KOTA BEKASI,KONGHUCHU,117,JIWA,2018
1106,32,JAWA BARAT,3275,KOTA BEKASI,KEPERCAYAAN LAIN,758,JIWA,2018
1107,32,JAWA BARAT,3276,KOTA DEPOK,ISLAM,1714968,JIWA,2018
1108,32,JAWA BARAT,3276,KOTA DEPOK,KRISTEN,90166,JIWA,2018
1109,32,JAWA BARAT,3276,KOTA DEPOK,KATHOLIK,29115,JIWA,2018
1110,32,JAWA BARAT,3276,KOTA DEPOK,HINDU,3140,JIWA,2018
1111,32,JAWA BARAT,3276,KOTA DEPOK,BUDHA,5422,JIWA,2018
1112,32,JAWA BARAT,3276,KOTA DEPOK,KONGHUCHU,2067,JIWA,2018
1113,32,JAWA BARAT,3276,KOTA DEPOK,KEPERCAYAAN LAIN,54,JIWA,2018
1114,32,JAWA BARAT,3277,KOTA CIMAHI,ISLAM,516544,JIWA,2018
1115,32,JAWA BARAT,3277,KOTA CIMAHI,KRISTEN,22178,JIWA,2018
1116,32,JAWA BARAT,3277,KOTA CIMAHI,KATHOLIK,7989,JIWA,2018
1117,32,JAWA BARAT,3277,KOTA CIMAHI,HINDU,593,JIWA,2018
1118,32,JAWA BARAT,3277,KOTA CIMAHI,BUDHA,904,JIWA,2018
1119,32,JAWA BARAT,3277,KOTA CIMAHI,KONGHUCHU,13,JIWA,2018
1120,32,JAWA BARAT,3277,KOTA CIMAHI,KEPERCAYAAN LAIN,152,JIWA,2018
1121,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ISLAM,703009,JIWA,2018
1122,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KRISTEN,7717,JIWA,2018
1123,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KATHOLIK,1834,JIWA,2018
1124,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HINDU,17,JIWA,2018
1125,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUDHA,814,JIWA,2018
1126,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KONGHUCHU,139,JIWA,2018
1127,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEPERCAYAAN LAIN,10,JIWA,2018
1128,32,JAWA BARAT,3279,KOTA BANJAR,ISLAM,202211,JIWA,2018
1129,32,JAWA BARAT,3279,KOTA BANJAR,KRISTEN,1446,JIWA,2018
1130,32,JAWA BARAT,3279,KOTA BANJAR,KATHOLIK,264,JIWA,2018
1131,32,JAWA BARAT,3279,KOTA BANJAR,HINDU,23,JIWA,2018
1132,32,JAWA BARAT,3279,KOTA BANJAR,BUDHA,44,JIWA,2018
1133,32,JAWA BARAT,3279,KOTA BANJAR,KONGHUCHU,91,JIWA,2018
1134,32,JAWA BARAT,3279,KOTA BANJAR,KEPERCAYAAN LAIN,21,JIWA,2018
1135,32,JAWA BARAT,3201,KABUPATEN BOGOR,ISLAM,4579240,JIWA,2019
1136,32,JAWA BARAT,3201,KABUPATEN BOGOR,KRISTEN,82696,JIWA,2019
1137,32,JAWA BARAT,3201,KABUPATEN BOGOR,KATHOLIK,27406,JIWA,2019
1138,32,JAWA BARAT,3201,KABUPATEN BOGOR,HINDU,2297,JIWA,2019
1139,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUDHA,16364,JIWA,2019
1140,32,JAWA BARAT,3201,KABUPATEN BOGOR,KONGHUCHU,7810,JIWA,2019
1141,32,JAWA BARAT,3201,KABUPATEN BOGOR,KEPERCAYAAN LAIN,111,JIWA,2019
1142,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ISLAM,2563583,JIWA,2019
1143,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KRISTEN,5649,JIWA,2019
1144,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KATHOLIK,1855,JIWA,2019
1145,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HINDU,53,JIWA,2019
1146,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUDHA,722,JIWA,2019
1147,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONGHUCHU,12,JIWA,2019
1148,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KEPERCAYAAN LAIN,16,JIWA,2019
1149,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ISLAM,2277069,JIWA,2019
1150,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KRISTEN,10325,JIWA,2019
1151,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KATHOLIK,2792,JIWA,2019
1152,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HINDU,137,JIWA,2019
1153,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUDHA,2006,JIWA,2019
1154,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KONGHUCHU,25,JIWA,2019
